id	mantra
36236	tribhiḥ sāptebhir avataṃ śubhas patī
36237	tribhī rathaiḥ śatapadbhiḥ ṣaḍaśvaiḥ
36238	tribhyaḥ śatebhyaḥ svāhā
36239	tribhyaḥ svāhā
36240	tribhyo rudrebhyaḥ pravasan yajāmi
36241	trimūrdhānaṃ saptaraśmiṃ gṛṇīṣe
36242	trimūrdhānaṃ trisaṃdṛśam
36243	trir agnir balabhid balam
36244	trir adya yajñaṃ madhunā mimikṣatam
36245	trir antarikṣaṃ savitā mahitvanā
36246	triraśriṃ hanti caturaśrir ugraḥ
36247	trir aśvinā sindhubhiḥ saptamātṛbhiḥ
36248	trir asmai sapta dhenavo duduhre
36249	trir asya tā paramā santi satyā
36250	trir ahan satyasavanaḥ
36251	trir ahnaḥ pavate vṛṣā
36252	trir ahno nāma sūryasya manvata
36253	trir ahno bhāgaṃ dadhatīm ayātam
36254	trirātraṃ samidādhānaṃ bhikṣācaraṇam adhaḥśayyāṃ guruśuśrūṣāṃ cākurvan vāgyato'pramatto'raṇye devakule'gnihotre vopavasasva
36255	trirātraṃ sāhnam āptvā
36256	trir ādityebhyas pari
36257	trir ā divaḥ savitar vāryāṇi
36258	trir ā divaḥ savitā soṣavīti
36259	trir ā divo vidathe patyamānaḥ
36260	trir ā divo vidathe santu devāḥ
36261	trir ā sāptāni sunvate
36262	trir uttamā dūṇaśā rocanāni
36263	trir uttarāṇi papratuḥ
36264	trir ekasyāhnaḥ prajāḥ saṃpaśyasi
36265	trir ekādaśā iha māvata
36266	trir ekādaśāḥ
36267	trir ekādaśās tris trayastriṃśāḥ
36268	trir jāto viśvadevebhyaḥ
36269	trir divas pari jajñire
36270	trir devaḥ pṛthivīm eṣa etām
36271	trir devatātā trir utāvataṃ dhiyaḥ
36272	trir devebhyo'pavathās trir ādityebhyas trir aṅgirobhyaḥ
36273	trir naktaṃ yāthas trir v aśvinā divā
36274	trir nāndyaṃ vahatam aśvinā yuvam
36275	trir no aśvinā divyāni bheṣajā
36276	trir no aśvinā yajatā dive-dive
36277	trir no rayiṃ vahatam aśvinā yuvam
36278	trir bhṛgubhyo aṅgirobhyaḥ
36279	trir mānuṣāḥ pary aśvaṃ nayanti
36280	trir yad divaḥ pari muhūrtam āgāt
36281	trir yamaṃ catur ekajam
36282	trir yātudhānaḥ prasitiṃ ta etu
36283	trir vartir yātaṃ trir anuvrate jane
36284	trir vartir yātam aśvinā
36285	trir vasubhyo avapathās trī rudrebhyo avapathās trir ādityebhyo avapathāḥ
36286	trir vājavatīr iṣo aśvinā yuvam
36287	trivatsaṃ gāṃ vayo dadhat
36288	trivatsaś ca trivatsā ca
36289	trivatsaś ca me trivatsā ca me
36290	trivatsā anuṣṭubhe
36291	trivatsās tisro'ṅgirasām
36292	trivatso gaur vayo dadhuḥ
36293	trivatso vayaḥ
36294	trivandhureṇa trivṛtā
36295	trivandhureṇa trivṛtā rathena
36296	trivandhureṇa trivṛtā supeśasā
36297	trivandhuro maghavā viśvasaubhagaḥ
36298	trivandhuro manasā yātu yuktaḥ
36299	trivandhuro vasumāṃ usrayāmā
36300	trivandhuro vṛṣaṇā yas tricakraḥ
36301	trivandhuro vṛṣaṇā vātaraṃhāḥ
36302	trivarūthaṃ svastimat
36303	trivarūthaṃ maruto yanta naś chardiḥ
36304	trivarūthas tribandhuraḥ
36305	trivarūthaḥ sarasvatyā
36306	trivarūthena nahuṣā śaviṣṭha
36307	trivartu jyotiḥ svabhiṣṭy asme
36308	(oṃ) trivikramaṃ tarpayāmi
36309	triviṣṭapaṃ tridivaṃ nākam uttamam
36310	triviṣṭidhātu pratimāṇam ojasaḥ
36311	triviṣṭy eti pradiva urāṇaḥ
36312	trivṛtaṃ stomaṃ trivṛta āpa āhuḥ
36313	trivṛtaṃ jinva
36314	trivṛtā trivṛte trivṛj jinva
36315	trivṛtā stomān
36316	trivṛte tvā
36317	trivṛte namaḥ
36318	trivṛto rathaṃtaram
36319	trivṛt te agne śiras tan me agne śiraḥ
36320	trivṛt te agne śiras tena mā pāhi
36321	trivṛt te śiraḥ
36322	trivṛt tvā stomaḥ pṛthivyāṃ śrayatu
36323	trivṛt palāśe darbhaḥ
36324	trivṛt stoma ṛgvedasya
36325	trivṛt stomaḥ
36326	trivṛt stomaiḥ
36327	trivṛd asi
36328	trivṛd bhuvanaṃ yad rathavṛt
36329	trivṛd yad bhuvanasya rathavṛt
36330	trivṛn no viṣṭhayā stomo ahnām
36331	triśatāḥ śatasahasrāḥ
36332	triśile yaṃ catuḥśile
36333	triśīrṣāṇaṃ saptaraśmiṃ jaghanvān
36334	triśīrṣāṇaṃ trikakudam
36335	triśug gharmo vibhātu me
36336	triśokāya giriṃ pṛthum
36337	triś cid aktoḥ pra cikitur vasūni
36338	triś cid viṣṇur manave bādhitāya
36339	triś cin no adyā bhavataṃ navedasā
36340	triśrud gharmo vibhātu me
36341	triḥ śāmbubhyo girayebhyaḥ
36342	triṣadhasthas tataruṣo na jaṃhaḥ
36343	triṣadhasthasya jāvataḥ
36344	triṣadhasthā saptadhātuḥ
36345	triṣadhasthe barhiṣi viśvavedasā
36346	triṣandhiṃ divy āśrayan
36347	triṣandhiṃ devā abhajanta
36348	triṣandhe aruṇaiḥ ketubhiḥ saha
36349	triṣandhe tamasā tvam
36350	triṣandhe prehi senayā
36351	triṣandher āhutiḥ priyā
36352	triṣandher iyaṃ senā
36353	triṣandhes te cetasi
36354	triṣandheḥ saha senayā
36355	triṣandheḥ senayā jite
36356	triṣaptā nijarāyavaḥ
36357	triṣaptā visphuliṅgakā
36358	triṣaptāso marutaḥ svādusaṃmudaḥ
36359	triṣucyavaso juhvo nāgneḥ
36360	triṣu jātasya manāṃsi
36361	triṣu pātreṣu taṃ somam
36362	triṣu pātreṣu rakṣati
36363	triṣu yad annā veviṣad vitiṣṭhase
36364	triṣu lokeṣu jāgṛhi
36365	triṣ kuṣṭhāsi vṛtrāj jātaḥ
36366	triṣṭup chanda indriyam
36367	triṣṭup chandaḥ
36368	triṣṭup tvā chandasām avatu
36369	triṣṭub asi
36370	triṣṭub gāyatrī chandāṃsi
36371	triṣṭub graiṣmī
36372	triṣṭub jagatyai
36373	triṣṭub rudrāṇāṃ patnī
36374	triṣṭubha aiḍam
36375	triṣṭubhaṃ chanda ihendriyam
36376	triṣṭubhaṃ chandaḥ prapadye
36377	triṣṭubhaṃ tvacā praviśāmi
36378	triṣṭubhaṃ prapadye
36379	triṣṭubhaḥ svāram
36380	triṣṭubhā chandasendriyam
36381	triṣṭubhe tvā
36382	triṣṭubhe namaḥ
36383	triṣṭubhaujaḥ śubhitam ugravīram
36384	triṣ ṭvā devā ajanayan
36385	triṣṭhaṃ vāṃ sūre duhitā ruhat ratham
36386	triṣ phalīkartavai
36387	triṣ phalīkriyamāṇānām
36388	triṣv ādityaṃ drupadeṣu baddhaḥ
36389	triṣv ā rocane divaḥ
36390	triḥ ṣaṣṭis tvā maruto vāvṛdhānāḥ
36391	trisattāyāṃ ca pāṭavaḥ
36392	trisaptāso marutaḥ svādusaṃmudaḥ
36393	trisaptaiḥ śūra satvabhiḥ
36394	tris te annaṃ kṛṇavat sasminn ahan
36395	tris te namaḥ
36396	triḥ sapta kṛtva ṛṣayaḥ paretāḥ
36397	triḥ sapta nāmāghnyā bibharti
36398	triḥ sapta paramaṃ nāma jānan
36399	triḥ sapta mayūryaḥ
36400	triḥ sapta mātuḥ paramāṇi vindan
36401	triḥ sapta yad guhyāni tve it
36402	triḥ sapta viṣpuliṅgakāḥ
36403	triḥ sapta sakhyuḥ pade
36404	triḥ sapta saptatīnām
36405	triḥ sapta samidhaḥ kṛtāḥ
36406	triḥ sapta sasrā nadyo mahīr apaḥ
36407	triḥ sapta sānu saṃhitā girīṇām
36408	triḥ samudrād ud ābharat
36409	triḥ suprāvye tredheva śikṣatam
36410	triḥ somāj jajñiṣe tvam
36411	triḥ saubhagatvaṃ trir uta śravāṃsi naḥ
36412	triḥ sma māhnaḥ śnathayo vaitasena
36413	trīṃr aktūn paridīyathaḥ
36414	trīṃś ca lokān saṃvatsaraṃ ca
36415	trī ca śatā navatiś copa ṣaṭ ca
36416	trīṇi chandāṃsi kavayo vi yetire
36417	trīṇi chandāṃsi sasṛje svaryatī
36418	trīṇi jānā pari bhūṣanty asya
36419	trīṇi jyotīṃṣi kṛṇute svaryatī
36420	trīṇi jyotīṃṣi sacate sa ṣoḍaśī
36421	trīṇi ta āhur divi bandhanāni
36422	trīṇi te kuṣṭha nāmāni
36423	trīṇi tritasya dhārayā
36424	trīṇi nabhyāni ka u tac ciketa
36425	trīṇi padāni nihitā guhāsya
36426	trīṇi padāni rūpo anv arohat
36427	trīṇi padāny aśvinoḥ
36428	trīṇi padā vi cakrame
36429	trīṇi pātrāṇi prathamāny āsan
36430	trīṇi prajābhyaḥ
36431	trīṇi mitra dhārayatho rajāṃsi
36432	trīṇi ye yemur vidathāni dhītibhiḥ
36433	trīṇi rajāṃsi divo aṅga tisraḥ
36434	trīṇi rājānā vidathe purūṇi
36435	trīṇi rāyaspoṣāya
36436	trīṇi vai vaśājātāni
36437	trīṇi vratāya
36438	trīṇi vratā vidathe antar eṣām
36439	trīṇi śatā trī sahasrāṇy agnim
36440	trīṇi śatāny arvatām
36441	trīṇi ṣaṣṭiśatāni yat
36442	trīṇi sarāṃsi pṛśnayaḥ
36443	trīṇy antarikṣāṇi caturaḥ samudrān
36444	trīṇy apsu trīṇy antaḥ samudre
36445	trīṇy amṛtasya puṣpāṇi
36446	trīṇy ahaś caikaṃ tāvad asya
36447	trīṇy ātmane'kuruta
36448	trīṇy āyūṃṣi tava jātavedaḥ
36449	trīṇy āyūṃṣi te'karam
36450	trīṇy uṣṭrasya nāmāni
36451	trīṇy eka urugāyo vi cakrame
36452	trī dhanva yojanā sapta sindhūn
36453	trīn gharmān abhi vāvaśānā
36454	trīn nākāṃs trīn samudrān
36455	trīn paridhīṃs tisraḥ samidhaḥ
36456	trīn bradhnāṃs trīn vaiṣṭapān
36457	trīn mātariśvanas trīn sūryān
36458	trīn yuktāṃ aṣṭāv aridhāyaso gāḥ
36459	trīn varān vṛṇīṣva
36460	trīn samudrān samasṛpat svargān
36461	trīn sa mūrdhno asuraś cakra ārabhe
36462	trī yac chatā mahiṣāṇām agho māḥ
36463	trī rajāṃsi paribhūs trīṇi rocanā
36464	trī rocanā divyā dhārayanta
36465	trī rocanā varuṇa trīṃr uta dyūn
36466	trīl lokāns trīṃ lokapatīn
36467	trī ṣadhasthā punānaḥ kṛṇute hariḥ
36468	trī ṣadhasthā sindhavas triḥ kavīnām
36469	trī ṣa pavitrā hṛdy antar ā dadhe
36470	trī sarāṃsi maghavā somyāpāḥ
36471	trī sākam indro manuṣaḥ sarāṃsi
36472	tretāyā ādinavadarśam
36473	tretāyānām
36474	tretāyai kalpinam
36475	tredhā jātaṃ janmanedaṃ hiraṇyam
36476	tredhā tiṣṭhanti viṣitā ruśantaḥ
36477	tredhā devānāṃ janimāni vidma
36478	tredhā ni dadhe padam
36479	tredhā baddho varatrayā
36480	tredhā baddho vṛṣabho roravīti
36481	tredhā bhāgo nihito yaḥ purā vaḥ
36482	tredhā mūlaṃ yātudhānasya vṛśca
36483	tredhāmṛtasya cakṣaṇam
36484	tredhā viṣṇur urugāyo vicakrame
36485	tredhā viṣvaṅ vi gachati
36486	tredhā sahasraṃ vi tad airayethām
36487	traividyavṛddhā yaṃ brūyuḥ
36488	traivṛṣṇo agne daśabhiḥ sahasraiḥ
36489	traiṣṭubhaḥ panthāḥ
36490	traiṣṭubhaṃ vā traiṣṭubhān niratakṣata
36491	traiṣṭubhaṃ chanda āroha
36492	traiṣṭubhaṃ chando'nuprajāyasva
36493	traiṣṭubhaṃ chando virājaṃ svarājaṃ samrājam
36494	traiṣṭubhaṃ chando'si
36495	traiṣṭubham asi
36496	traiṣṭubhasya chandaso'gneḥ pakṣeṇāgneḥ pakṣam upadadhāmi
36497	traiṣṭubhād vā traiṣṭubhaṃ nir atakṣata
36498	traiṣṭubhena chandasāṅgirasvat
36499	traiṣṭubhena chandasā chandasāgneḥ pārśvenāgneḥ pārśvam upadadhāmi
36500	traiṣṭubhena chandasāntarikṣam anu vi krame
36501	traiṣṭubhena chandasā pañcadaśena stomena bṛhatā sāmnā vaṣaṭkāreṇa vajreṇa sahajān
36502	traiṣṭubhena chandasā viśvavedāḥ
36503	traiṣṭubhena chandasāhar iṣṭakām upadadhe
36504	traiṣṭubhena chandasendreṇa devatayāgneḥ pakṣeṇāgneḥ pakṣam upa dadhāmi
36505	traiṣṭubhena jāgatenānuṣṭubhena pāṅktena chandasāvabāḍho yaṃ dviṣmaḥ
36506	traiṣṭubhena jāgatenānuṣṭubhena pāṅktena tvā chandasā sādayāmi
36507	traiṣṭubhena tvā chandasā karomi
36508	traiṣṭubhena tvā chandasā chṛṇadmi
36509	traiṣṭubhena tvā chandasādade'ṅgirasvat
36510	traiṣṭubhena tvā chandasā pari gṛhṇāmi
36511	traiṣṭubhena tvā chandasā manthāmi
36512	traiṣṭubhena tvā chandasā sādayāmi
36513	traiṣṭubhena vacasā bādhata dyām
36514	traiṣṭubho'si
36515	tryanīkaḥ patyate māhināvān
36516	tryambakaṃ yajāmahe
36517	tryare tripratiṣṭhite
36518	try aryamā manuṣo devatātā
36519	tryavayo gāyatryai
36520	tryaviṃ gāṃ vayo dadhat
36521	tryavir gaur vayo dadhuḥ
36522	tryavir vayaḥ
36523	tryaviś ca tryavī ca
36524	tryaviś ca me tryavī ca me
36525	tryāyuṣaṃ jamadagneḥ
36526	tryudāyaṃ devahitaṃ yathā vaḥ
36527	tva eṣaḥ saṃdadhur bhūrivarpasaḥ
36528	tvaṃ yajñas tvaṃ vaṣaṭkāraḥ
36529	tvaṃ yajñas tvaṃ viṣṇuḥ
36530	tvaṃ yajñas tvam uv evāsi somaḥ
36531	tvaṃ yajñas tvaṃ brahmā tvaṃ rudraḥ
36532	tvaṃ yajñe varuṇasyāvayā asi
36533	tvaṃ yajñeṣv īḍyaḥ
36534	tvaṃ yamayor abhavo vibhāvā
36535	tvaṃ yaviṣṭha dāśuṣaḥ
36536	tvaṃ yūna ṛtāyate
36537	tvaṃ yo nṛpatir mama
36538	tvaṃ rakṣa barhiṣy ā yathāsat
36539	tvaṃ rakṣase pradiśaś catasraḥ
36540	tvaṃ rajiṃ piṭhīnase daśasyan
36541	tvaṃ rajiṣṭham anu neṣi panthām
36542	tvaṃ ratham etaśaṃ kṛtvye dhane
36543	tvaṃ rathaṃ pra bharo yodham ṛṣvam
36544	tvaṃ rayiṃ puruvīram
36545	tvaṃ rayiṃ puruvīram u nas kṛdhi
36546	tvaṃ rayir bahulo viśvatas pṛthuḥ
36547	tvaṃ rayyā sacasva naḥ
36548	tvaṃ rājā janānām
36549	tvaṃ rājā januṣāṃ dhehy asme
36550	tvaṃ rājā rayīṇām
36551	tvaṃ rājāsi pradivaḥ sutānām
36552	tvaṃ rājendra ye ca devāḥ
36553	tvaṃ rājeva suvrataḥ
36554	tvaṃ rājota vṛtrahā
36555	tvaṃ rāya ubhayāso janānām
36556	tvaṃ rāṣṭrāṇi rakṣasi
36557	tvaṃ rudras tvaṃ prajāpatiḥ
36558	tvaṃ rauhiṇaṃ vyāsyaḥ
36559	tvaṃ lokas tvaṃ prajāpatiḥ
36560	tvaṃ vanebhyas tvam oṣadhībhyaḥ
36561	tvaṃ vayaskṛt tava jāmayo vayam
36562	tvaṃ varuṇa uta mitro agne
36563	tvaṃ varuṇa paśyasi
36564	tvaṃ varo suṣāmne
36565	tvaṃ varmāsi saprathaḥ
36566	tvaṃ valasya gomataḥ
36567	tvaṃ vaśī satyākūtaḥ
36568	tvaṃ vaṣaṭkāras tvaṃ rudraḥ
36569	tvaṃ vasu devayate vaniṣṭhaḥ
36570	tvaṃ vasūni kāmyā vi vo made
36571	tvaṃ vasūni pārthivā
36572	tvaṃ vasūni puṣyasi
36573	tvaṃ vasya ā vṛṣabha praṇetā
36574	tvaṃ vāg asi
36575	tvaṃ vā ghā syā aham
36576	tvaṃ vā citra dāśuṣe
36577	tvaṃ vājaḥ prataraṇo bṛhann asi
36578	tvaṃ vājasya kṣumato rāya īśiṣe
36579	tvaṃ vājasya śrutyasya rājasi
36580	tvaṃ vātair aruṇair yāsi śaṃgayaḥ
36581	tvaṃ vikṣu pradivaḥ sīda āsu
36582	tvaṃ vicarṣaṇe śravaḥ
36583	tvaṃ vidhartaḥ sacase puraṃdhyā
36584	tvaṃ vipras tvaṃ kaviḥ
36585	tvaṃ viprebhir vi paṇīṃr aśāyaḥ
36586	tvaṃ vipro abhavo'ṅgirastamaḥ
36587	tvaṃ vi bhāsy anu dakṣi dāvane
36588	tvaṃ viśikṣur asi yajñam ātaniḥ
36589	tvaṃ viśo anayo dīdyānaḥ
36590	tvaṃ viśvavid gātuvit kaviḥ
36591	tvaṃ viśvasmād bhuvanāt pāsi dharmaṇā
36592	tvaṃ viśvasya jagataḥ
36593	tvaṃ viśvasya janitā dhāsy agre
36594	tvaṃ viśvasya dhanadā asi śrutaḥ
36595	tvaṃ viśvasya bhuvanasya rājasi
36596	tvaṃ viśvasya medhira
36597	tvaṃ viśvasya surathasya bodhi
36598	tvaṃ viśvā dadhiṣe kevalāni
36599	tvaṃ viśvāni dhārayan
36600	tvaṃ viśvāni svanīka patyase
36601	tvaṃ viśveṣāṃ varuṇāsi rājā
36602	tvaṃ viśveṣāṃ janitā yathāsaḥ
36603	tvaṃ viśveṣu senyo janeṣu
36604	tvaṃ viṣṇur urugāyo namasyaḥ
36605	tvaṃ viṣṇus tvaṃ vaṣaṭkāraḥ
36606	tvaṃ viṣṇus tvaṃ brahma
36607	tvaṃ viṣṇo sumatiṃ viśvajanyām
36608	tvaṃ vīrudhāṃ śreṣṭhatamā
36609	tvaṃ vṛtraṃ śavasā jaghanvān
36610	tvaṃ vṛtram āśayānaṃ sirāsu
36611	tvaṃ vṛtrahā vasupate sarasvatī
36612	tvaṃ vṛtrāṃ ariṇā indra sindhūn
36613	tvaṃ vṛtrāṇi randhayā suhantu
36614	tvaṃ vṛtrāṇi śṛṇviṣe jaghanvān
36615	tvaṃ vṛtrāṇi haṃsy apratīny eka it
36616	tvaṃ vṛthā nadya indra sartave
36617	tvaṃ vṛthāṣāṇ maghavan
36618	tvaṃ vṛdha indra pūrvyo bhūḥ
36619	tvaṃ vṛṣan vṛṣed asi
36620	tvaṃ vṛṣākṣuṃ maghavan
36621	tvaṃ vṛṣā janānām
36622	tvaṃ vṛṣā vṛṣatvebhir mahitvā
36623	tvaṃ vettha yati te jātavedaḥ
36624	tvaṃ vedyāṃ sīdasi cārur adhvare
36625	tvaṃ vyāghrān sahase
36626	tvaṃ vratānāṃ vratapatir asi
36627	tvaṃ śatāny ava śambarasya
36628	tvaṃ śatā vaṅgṛdasyābhinat puraḥ
36629	tvaṃ śami śatavalśā vi roha
36630	tvaṃ śardhāya mahinā gṛṇānaḥ
36631	tvaṃ śardho mārutaṃ pṛkṣa īśiṣe
36632	tvaṃ śiro amarmaṇaḥ parāhan
36633	tvaṃ śukrasya vacaso manotā
36634	tvaṃ śuṣṇaṃ vṛjane pṛkṣa āṇau
36635	tvaṃ śuṣṇam avātiraḥ
36636	tvaṃ śuṣṇasyāvatiro vadhatraiḥ
36637	tvaṃ śociṣā nabhasī vi bhāsi
36638	tvaṃ śraddhābhir mandasānaḥ somaiḥ
36639	tvaṃ sakhā yujyo'si jātavedaḥ
36640	tvaṃ sakhā suśevaḥ pāsy ādhṛṣaḥ
36641	tvaṃ satpatir maghavā nas tarutraḥ
36642	tvaṃ satya indra dhṛṣṇur etān
36643	tvaṃ satyo vasavānaḥ sahodāḥ
36644	tvaṃ sadyo apibo jāta indra
36645	tvaṃ san vṛṣan vṛṣed asi
36646	tvaṃ sapatnān pṛtanāsu jiṣṇuḥ
36647	tvaṃ sam agrabhīḥ puṃsaḥ
36648	tvaṃ samudraṃ prathamo vi dhārayaḥ
36649	tvaṃ samudriyā apaḥ
36650	tvaṃ samudro asi viśvavit kave
36651	tvaṃ sahasa oṣadhe
36652	tvaṃ sahasravīryaḥ
36653	tvaṃ sahasrāṇi śatā daśa prati
36654	tvaṃ sāhasrasya rāya īśiṣe
36655	tvaṃ siṃhāṃ ubhayādataḥ
36656	tvaṃ sindhūṃr avāsṛjaḥ
36657	tvaṃ sindhūṃr asṛjas tastabhānān
36658	tvaṃ sindho kubhayā gomatīṃ krumum
36659	tvaṃ sīṃ vṛṣann akṛṇor duṣṭarītu
36660	tvaṃ sutasya kalaśasya rājasi
36661	tvaṃ sutasya pītaye
36662	tvaṃ sutasya made ariṇā apaḥ
36663	tvaṃ suto nṛmādanaḥ
36664	tvaṃ suvīro asi soma viśvavit
36665	tvaṃ suṣvāṇo adribhiḥ
36666	tvaṃ sūkarasya dardṛhi
36667	tvaṃ sūra udite bodhi gopāḥ
36668	tvaṃ sūro harito rāmayo n. ṝn
36669	tvaṃ sūryam arocayaḥ
36670	tvaṃ sūryasya raśmibhiḥ
36671	tvaṃ sūrye na ā bhaja
36672	tvaṃ soma kratubhiḥ sukratur bhūḥ
36673	tvaṃ soma tanūkṛdbhyaḥ
36674	tvaṃ soma divyo nṛcakṣāḥ
36675	tvaṃ soma nṛmādanaḥ
36676	tvaṃ soma paṇibhya ā
36677	tvaṃ soma pari srava
36678	tvaṃ soma pavamānaḥ
36679	tvaṃ soma pitṛbhiḥ saṃvidānaḥ
36680	tvaṃ soma pra cikito manīṣā
36681	tvaṃ soma mahe bhagam
36682	tvaṃ soma vipaścitam
36683	tvaṃ soma sūra eṣaḥ
36684	tvaṃ somāsi dhārayuḥ
36685	tvaṃ somāsi viśvataḥ
36686	tvaṃ somāsi satpatiḥ
36687	tvaṃ strī tvaṃ pumān asi
36688	tvaṃ svarvid ā viśa nṛcakṣāḥ
36689	tvaṃ ha tyat paṇīnāṃ vido vasu
36690	tvaṃ ha tyat saptabhyo jāyamānaḥ
36691	tvaṃ ha tyad apratimāṇam ojaḥ
36692	tvaṃ ha tyad indra kutsam āvaḥ
36693	tvaṃ ha tyad indra codīḥ sakhā
36694	tvaṃ ha tyad indra sapta yudhyan
36695	tvaṃ ha tyad indrāriṣaṇyan
36696	tvaṃ ha tyad ṛṇayā indra dhīraḥ
36697	tvaṃ ha tyad vṛṣabha carṣaṇīnām
36698	tvaṃ ha nu tyad adamāyo dasyūn
36699	tvaṃ ha yaṃ cakṛṣe tvaṃ vavṛṣe
36700	tvaṃ ha yad yaviṣṭhya
36701	tvaṃ haryasi tava viśvam ukthyam
36702	tvaṃ hāsi varcasyaḥ
36703	tvaṃ hi kṣaitavad yaśaḥ
36704	tvaṃ hi dṛḍhā maghavan vicetāḥ
36705	tvaṃ hi deva vanditaḥ
36706	tvaṃ hi dhanadā asi svāhā
36707	tvaṃ hi dhībhir dayase vi vājān
36708	tvaṃ hi naḥ pitā vaso
36709	tvaṃ hi nas tanvaḥ soma gopāḥ
36710	tvaṃ hi no babhuryā bheṣajebhiḥ
36711	tvaṃ hi no vīrāṃ īraya bheṣajebhiḥ
36712	tvaṃ hi no vṛṣabha cakṣimeṣṭhāḥ
36713	tvaṃ hi pūrvapā asi
36714	tvaṃ hi baladā asi
36715	tvaṃ hi manyo abhibhūtyojāḥ
36716	tvaṃ hi mānuṣe jane
36717	tvaṃ hi yuktaṃ yuyukṣe yogyaṃ ca
36718	tvaṃ hiraṇyayur vaso
36719	tvaṃ hi ratnadhā asi
36720	tvaṃ hi rādhaspata eka īśiṣe
36721	tvaṃ hi rādhaspate rādhaso mahaḥ
36722	tvaṃ hi viśvatomukha
36723	tvaṃ hi viśvabheṣajaḥ
36724	tvaṃ hi viśvam abhy asi manma
36725	tvaṃ hi vṛtrahann eṣām
36726	tvaṃ hi vettha yathātatham
36727	tvaṃ hi śaśvatīnām
36728	tvaṃ hi śūraḥ sanitā
36729	tvaṃ hi śṛṇviṣe vaso
36730	tvaṃ hi ṣmā cyāvayann acyutāni
36731	tvaṃ hi satyo adbhutaḥ
36732	tvaṃ hi satyo maghavann anānataḥ
36733	tvaṃ hi supratūr asi
36734	tvaṃ hi soma vardhayan
36735	tvaṃ hi stomavardhanaḥ
36736	tvaṃ hi havyavāḍ asi
36737	tvaṃ hi hotā prathamo babhūtha
36738	tvaṃ hotā no adhvare
36739	tvaṃ hotā manurhitaḥ
36740	tvaṃ hotā mandratamo no adhruk
36741	tvaṃ hot. ṝṇām asy āyajiṣṭhaḥ
36742	tvaṃ hotrā bhāratī vardhase girā
36743	tvaṃ hy agne agninā
36744	tvaṃ hy agne divyasya rājasi
36745	tvaṃ hy agne prathamo manotā
36746	tvaṃ hy aṅga daivya pavamāna
36747	tvaṃ hy aṅga varuṇa bravīṣi
36748	tvaṃ hy aṅga varuṇa svadhāvan
36749	tvaṃ hy asi pūrvyaḥ
36750	tvaṃ hy asi rayipatī rayīṇām
36751	tvaṃ hy āpiḥ pradivi pit. ṝṇām
36752	tvaṃ hy eka īśiṣe
36753	tvaṃ hy ehi cerave
36754	tvakcarmamāṃsarudhiramedomajjāsnāyavo'sthīni me śudhyantām
36755	tvakṣāṃsi bāhvojasaḥ
36756	tvakṣīyasā vayasā nādhamānam
36757	tvaksahasram airaya
36758	tvag asya māṃsam abhavan na lājāḥ
36759	tvag asyotpāṭikā bahiḥ
36760	tvag dātra edhi mayo mahyaṃ pratigrahītre
36761	tvaṃ karañjam uta parṇayaṃ vadhīḥ
36762	tvaṃ karoṣi ni jānukam
36763	tvaṃ karoṣi ny añjalikām
36764	tvaṃ kalyāṇa vasu viśvam opiṣe
36765	tvaṃ kaviṃ codayo'rkasātau
36766	tvaṃ kavir abhavo devavītamaḥ
36767	tvaṃ kāma sahasāsi pratiṣṭhitaḥ
36768	tvaṃ kutsaṃ śuṣṇahatyeṣv āvitha
36769	tvaṃ kutsāya śuṣṇaṃ dāśuṣe vark
36770	tvaṃ kutsenābhi śuṣṇam indra
36771	tvaṃ kumāra uta vā kumārī
36772	tvaṃ kūcit santaṃ sahasāvann abhiṣṭaye
36773	tvaṃ garbho vīrudhāṃ jajñiṣe śuciḥ
36774	tvaṃ gavyuḥ śatakrato
36775	tvaṃ gā indra śacyed avindaḥ
36776	tvaṃ gotram aṅgirobhyo'vṛṇor apa
36777	tvaṃ gopāḥ puraetota paścāt
36778	tvaṃ gopāya
36779	tvaṃ ghṛtebhir āhutaḥ
36780	tvaṅ ma ānatir āgatiḥ
36781	tvaca evāsya rudhiram
36782	tvacaṃ kṛṣṇām arandhayat
36783	tvacaṃ gṛhṇīṣva
36784	tvacam asiknīṃ bhāmano divas pari
36785	tvacam asya vi veṣṭaya
36786	tvacaṃ pavitraṃ kṛṇuta svadhāvān
36787	tvacaṃ paśūnāṃ dvipadāṃ catuṣpadām
36788	tvacaṃ pṛñcanty uparasya yonau
36789	tvacaṃ bhinatti bhūmyāḥ
36790	tvacaṃ mṛtyor juhomi tvacā mṛtyuṃ vāsaye
36791	tvacā prāvṛtya sarvaṃ tat
36792	tvacā saṃ kalpayā tvacam
36793	tvace rūpāya saṃdṛśe
36794	tvace svāhā
36795	tvaco dhūmam anu tāḥ saṃ viśantu
36796	tvaco dhūmaṃ paryutpātayāsi
36797	tvaco budhne rajaso asya yonau
36798	tvaj jātā rudra śaṃtamā
36799	tvajjātās tvayi caranti martyāḥ
36800	tvaṃ cakartha manave syonān
36801	tvaṃ ca maghavan vaśaḥ
36802	tvaṃ ca mā varuṇa kāmayāse
36803	tvaṃ ca soma no vaśaḥ
36804	tvaṃ cāmāda upaśaṃbhuvam
36805	tvaṃ cittī tava dakṣaiḥ
36806	tvaṃ cin naḥ śamyā agne asyāḥ
36807	tvaṃ cin manyase rayim
