text	position	sen.id	word.position	word	lemma	lemma.id	pos	case	number	gender	tense	mood	verb.form	person	voice	formation	head.position	label	sublabel	word.semantics	register	time.slot	veda	sakha	group	is.mantra	syntax.status	head.pos	head.word	head.label	citation	sentence
Ṛgveda	40532	579696_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADV	amā	obl	ṚV, 2, 36, 3	amā iva naḥ su havāḥ ā hi gantana
Ṛgveda	40957	579738_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	grāvāṇā	obl	ṚV, 2, 39, 1	grāvāṇā iva tat id artham jarethe gṛdhrā iva vṛkṣam nidhimantam accha
Ṛgveda	40963	579738_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gṛdhrā	orphan	ṚV, 2, 39, 1	grāvāṇā iva tat id artham jarethe gṛdhrā iva vṛkṣam nidhimantam accha
Ṛgveda	40968	579739_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	brahmāṇā	obl	ṚV, 2, 39, 1	brahmāṇā iva vidathe uktha śāsā
Ṛgveda	40973	579739_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dūtā	obl	ṚV, 2, 39, 1	dūtā iva havyā janyā purutrā
Ṛgveda	40980	579740_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vīrā	obl	ṚV, 2, 39, 2	prātar yāvāṇā rathyā iva vīrā ajā iva yamāḥ varam ā sacethe
Ṛgveda	40983	579740_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	ajā	obl	ṚV, 2, 39, 2	prātar yāvāṇā rathyā iva vīrā ajā iva yamāḥ varam ā sacethe
Ṛgveda	40989	579741_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	mene	obl	ṚV, 2, 39, 2	mene iva tanvā śumbhamāne dampatī iva kratu vidā janeṣu
Ṛgveda	40993	579741_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dampatī	obl	ṚV, 2, 39, 2	mene iva tanvā śumbhamāne dampatī iva kratu vidā janeṣu
Ṛgveda	40998	579742_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	śṛṅgā	obl	ṚV, 2, 39, 3	śṛṅgā iva naḥ prathamā gantam arvāk śaphau iva jarbhurāṇā tarobhiḥ
Ṛgveda	41004	579742_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	śaphau	obl	ṚV, 2, 39, 3	śṛṅgā iva naḥ prathamā gantam arvāk śaphau iva jarbhurāṇā tarobhiḥ
Ṛgveda	41008	579743_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	cakravākā	obl	ṚV, 2, 39, 3	cakravākā iva prati vastoḥ usrā arvāñcā yātam rathyā iva śakrā
Ṛgveda	41015	579743_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	rathyā	obl	ṚV, 2, 39, 3	cakravākā iva prati vastoḥ usrā arvāñcā yātam rathyā iva śakrā
Ṛgveda	42833	579955_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	āpaḥ	obl	ṚV, 3, 5, 8	āpaḥ iva pravatā śumbhamānāḥ uruṣyat agniḥ pitroḥ upasthe
Ṛgveda	44507	580164_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sakhā	advcl	ṚV, 3, 18, 1	bhavā naḥ agne sumanāḥ upetau sakhā iva sakhye pitarā iva sādhuḥ
Ṛgveda	44510	580164_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitarā	obl	ṚV, 3, 18, 1	bhavā naḥ agne sumanāḥ upetau sakhā iva sakhye pitarā iva sādhuḥ
Ṛgveda	46760	580433_2	12	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	11	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	atyāṁ	advcl	ṚV, 3, 32, 5	saraṇyubhiḥ apaḥ arṇā sisarṣi tvam apaḥ yat ha vṛtram jaghanvāṁ atyāṁ iva prāsṛjaḥ sartavā ājau śayānam indra caratā vadhena vavrivāṃsam pari devīḥ a devam
Ṛgveda	46992	580459_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśve	obl	ṚV, 3, 33, 1	pra parvatānām uśatī upasthāt aśve iva viṣite hāsamāne gāvā iva śubhre mātarā rihāṇe vipāś chutudrī payasā javete
Ṛgveda	46996	580459_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gāvā	obl	ṚV, 3, 33, 1	pra parvatānām uśatī upasthāt aśve iva viṣite hāsamāne gāvā iva śubhre mātarā rihāṇe vipāś chutudrī payasā javete
Ṛgveda	47011	580460_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	rathyā	obl	ṚV, 3, 33, 2	indra iṣite prasavam bhikṣamāṇe acchā samudram rathyā iva yāthaḥ samārāṇe ūrmibhiḥ pinvamāne
Ṛgveda	47031	580463_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	mātarā	advcl	ṚV, 3, 33, 3	vatsam iva mātarā saṃrihāṇe samānam yonim anu saṃcarantī
Ṛgveda	47166	580477_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	yoṣā	obl	ṚV, 3, 33, 10	ni te naṃsai pīpyānā iva yoṣā maryāya iva kanyā te
Ṛgveda	47169	580477_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	kanyā	conj	ṚV, 3, 33, 10	ni te naṃsai pīpyānā iva yoṣā maryāya iva kanyā te
Ṛgveda	47735	580538_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathyā	obl	ṚV, 3, 36, 6	pra yat sindhavaḥ prasavam yathā āyan āpaḥ samudram rathyā iva jagmuḥ
Ṛgveda	47951	580572_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	taṣṭā	obl	ṚV, 3, 38, 1	abhi taṣṭā iva dīdhayā manīṣām atyaḥ na vājī sudhuraḥ jihānaḥ
Ṛgveda	48857	580694_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	udadhīṃr	obl	ṚV, 3, 45, 3	gambhīrāṁ udadhīṃr iva kratum puṣyasi gāḥ iva
Ṛgveda	48861	580694_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gāḥ	obl	ṚV, 3, 45, 3	gambhīrāṁ udadhīṃr iva kratum puṣyasi gāḥ iva
Ṛgveda	48870	580695_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	kulyāḥ	advcl	ṚV, 3, 45, 3	pra su gopāḥ yavasam dhenavaḥ yathā hradam kulyāḥ iva āśata
Ṛgveda	49237	580730_1	55	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	54	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 3, 49, 1	śaṃsā mahām indram yasmin viśvāḥ ā kṛṣṭayaḥ soma pāḥ kāmam avyan yam su kratum dhiṣaṇe vibhva taṣṭam ghanam vṛtrāṇām janayanta devāḥ yam nu nakir pṛtanāsu svarājam dvitā tarati nṛtamam hariṣṭhām inatamaḥ satvabhiḥ yaḥ ha śūṣaiḥ pṛthu jrayāḥ amināt āyuḥ dasyoḥ sahāvā pṛtsu taraṇiḥ na arvā vyānaśī rodasī mehanāvān bhagaḥ na kāre havyaḥ matīnām pitā iva cāruḥ su havaḥ vayodhāḥ dhartā divaḥ rajasas pṛṣṭaḥ ūrdhvaḥ rathaḥ na vāyuḥ vasubhiḥ niyutvān kṣapām vastā janitā sūryasya vibhaktā bhāgam dhiṣaṇā iva vājam
Ṛgveda	49259	580730_1	77	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	76	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhiṣaṇā	advcl	ṚV, 3, 49, 1	śaṃsā mahām indram yasmin viśvāḥ ā kṛṣṭayaḥ soma pāḥ kāmam avyan yam su kratum dhiṣaṇe vibhva taṣṭam ghanam vṛtrāṇām janayanta devāḥ yam nu nakir pṛtanāsu svarājam dvitā tarati nṛtamam hariṣṭhām inatamaḥ satvabhiḥ yaḥ ha śūṣaiḥ pṛthu jrayāḥ amināt āyuḥ dasyoḥ sahāvā pṛtsu taraṇiḥ na arvā vyānaśī rodasī mehanāvān bhagaḥ na kāre havyaḥ matīnām pitā iva cāruḥ su havaḥ vayodhāḥ dhartā divaḥ rajasas pṛṣṭaḥ ūrdhvaḥ rathaḥ na vāyuḥ vasubhiḥ niyutvān kṣapām vastā janitā sūryasya vibhaktā bhāgam dhiṣaṇā iva vājam
Ṛgveda	51256	580956_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitarā	obl	ṚV, 3, 58, 2	su yuj vahanti prati vām ṛtena ūrdhvāḥ bhavanti pitarā iva medhāḥ
Ṛgveda	52122	581066_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	maṃhanā	obl	ṚV, 4, 1, 6	śuci ghṛtam na taptam aghnyāyā spārhā devasya maṃhanā iva dhenoḥ
Ṛgveda	52595	581115_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pṛṣṭhā	advcl	ṚV, 4, 2, 11	cittim acittim cinavat vi vidvān pṛṣṭhā iva vītā vṛjinā ca martān
Ṛgveda	52722	581129_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	yūthā	advcl	ṚV, 4, 2, 18	ā yūthā iva kṣumati paśvaḥ akhyat devānām yat janimā anti ugra
Ṛgveda	55990	581500_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāḥ	obl	ṚV, 4, 19, 5	rathāḥ iva pra yayuḥ sākam adrayaḥ
Ṛgveda	59528	581924_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	advcl	ṚV, 4, 38, 10	ā dadhikrāḥ śavasā pañca kṛṣṭīḥ sūryaḥ iva jyotiṣā apaḥ tatāna
Ṛgveda	59825	581956_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vṛṣabhā	obl	ṚV, 4, 41, 5	indrā yuvam varuṇā bhūtam asyāḥ dhiyaḥ pretārā vṛṣabhā iva dhenoḥ
Ṛgveda	59831	581957_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	discourse	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	VERB	gatvī	advcl	ṚV, 4, 41, 5	sā naḥ duhīyat yavasā iva gatvī sahasra dhārā payasā mahī gauḥ
Ṛgveda	59871	581961_1	17	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	16	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitarā	obl	ṚV, 4, 41, 7	yuvām id hi avase pūrvyāya pari prabhūtī gaviṣaḥ su āpī vṛṇīmahe sakhyāya priyāya śūrā maṃhiṣṭhā pitarā iva śambhū
Ṛgveda	61761	582194_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	hitena	advcl	ṚV, 4, 57, 1	kṣetrasya patinā vayam hitena iva jayāmasi gām aśvam poṣayitnū
Ṛgveda	61776	582196_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhenuḥ	advcl	ṚV, 4, 57, 2	kṣetrasya pate madhumantam ūrmim dhenuḥ iva payaḥ asmāsu dhukṣva madhuścutam ghṛtam iva su pūtam
Ṛgveda	61782	582196_1	12	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	11	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	ghṛtam	obl	ṚV, 4, 57, 2	kṣetrasya pate madhumantam ūrmim dhenuḥ iva payaḥ asmāsu dhukṣva madhuścutam ghṛtam iva su pūtam
Ṛgveda	61992	582222_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	prādhvane	obl	ṚV, 4, 58, 7	sindhoḥ iva prādhvane śūghanāsaḥ vātapramiyaḥ patayanti yahvāḥ ghṛtasya dhārāḥ aruṣaḥ na vājī kāṣṭhāḥ bhindan ūrmibhiḥ pinvamānaḥ
Ṛgveda	62086	582232_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhenum	obl	ṚV, 5, 1, 1	abodhi agniḥ samidhā janānām prati dhenum iva āyatīm uṣāsam
Ṛgveda	62090	582233_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	yahvāḥ	obl	ṚV, 5, 1, 1	yahvāḥ iva pra vayām ujjihānāḥ pra bhānavaḥ sisrate nākam accha
Ṛgveda	63610	582411_1	15	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	14	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhmātā	obl	ṚV, 5, 9, 5	adha sma yasya arcayaḥ samyak saṃyanti dhūminaḥ yat īm aha tritaḥ divi upa dhmātā iva dhamati śiśīte dhmātarī yathā
Ṛgveda	63851	582439_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	avanīḥ	advcl	ṚV, 5, 11, 5	tvām giraḥ sindhum iva avanīḥ mahīḥ ā pṛṇanti śavasā vardhayanti ca
Ṛgveda	64867	582578_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	grāvā	obl	ṚV, 5, 25, 8	grāvā iva ucyate bṛhat uta u te tanyatuḥ yathā svānaḥ arta tmanā divaḥ
Ṛgveda	65060	582609_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	somāḥ	root	ṚV, 5, 27, 5	yasya mā paruṣāḥ śatam uddharṣayanti ukṣaṇaḥ aśvamedhasya dānāḥ somāḥ iva tri āśiraḥ
Ṛgveda	65075	582611_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūryam	obl	ṚV, 5, 27, 6	indra agnī śata dāvni aśvamedhe su vīryam kṣatram dhārayatam bṛhat divi sūryam iva ajaram
Ṛgveda	65449	582653_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vastrā	obl	ṚV, 5, 29, 15	vastrā iva bhadrā su kṛtā vasūyuḥ ratham na dhīraḥ su apāḥ atakṣam
Ṛgveda	65759	582685_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gopāḥ	advcl	ṚV, 5, 31, 1	yūthā iva paśvaḥ vi unoti gopāḥ
Ṛgveda	66790	582794_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	grāvā	obl	ṚV, 5, 36, 4	eṣa grāvā iva jaritā te indra iyarti vācam bṛhat āśuṣāṇaḥ
Ṛgveda	69842	583143_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśvāḥ	obl	ṚV, 5, 53, 7	tatṛdānāḥ sindhavaḥ kṣodasā rajaḥ pra sasruḥ dhenavaḥ yathā syannāḥ aśvāḥ iva adhvanaḥ vimocane vi yat vartante enyaḥ
Ṛgveda	69974	583162_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sakhīn	obl	ṚV, 5, 53, 16	yataḥ pūrvān iva sakhīn anu hvaya
Ṛgveda	70057	583173_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	kapanā	obl	ṚV, 5, 54, 6	abhrāji śardhaḥ marutaḥ yat arṇasam moṣatha vṛkṣam kapanā iva vedhasaḥ
Ṛgveda	70281	583197_1	15	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	16	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	raśmayaḥ	obl	ṚV, 5, 55, 3	sākam jātāḥ su bhvaḥ sākam ukṣitāḥ śriye cit ā prataram vāvṛdhuḥ naraḥ virokiṇaḥ sūryasya iva raśmayaḥ
Ṛgveda	70294	583199_2	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūryasya	obl	ṚV, 5, 55, 4	didṛkṣeṇyam sūryasya iva cakṣaṇam
Ṛgveda	70505	583222_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sargam	obl	ṚV, 5, 56, 5	marutām purutamam apūrvyam gavām sargam iva hvaye
Ṛgveda	70918	583267_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gavām	obl	ṚV, 5, 59, 3	gavām iva śriyase śṛṅgam uttamam
Ṛgveda	70928	583268_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	atyāḥ	obl	ṚV, 5, 59, 3	atyāḥ iva su bhvaḥ cāravaḥ sthana
Ṛgveda	70957	583271_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśvāḥ	obl	ṚV, 5, 59, 5	aśvāḥ iva id aruṣāsaḥ sa bandhavaḥ
Ṛgveda	70963	583271_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	śūrāḥ	obl	ṚV, 5, 59, 5	śūrāḥ iva prayudhaḥ pra uta yuyudhuḥ
Ṛgveda	70969	583272_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	maryāḥ	obl	ṚV, 5, 59, 5	maryāḥ iva suvṛdhaḥ vāvṛdhuḥ naraḥ
Ṛgveda	71050	583280_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathaiḥ	obl	ṚV, 5, 60, 1	rathaiḥ iva pra bhare vājayadbhiḥ
Ṛgveda	71095	583284_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	āpaḥ	obl	ṚV, 5, 60, 3	yat krīḷatha marutaḥ ṛṣṭimantaḥ āpaḥ iva sadhryañcaḥ dhavadhve
Ṛgveda	71099	583285_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	varāḥ	advcl	ṚV, 5, 60, 4	varāḥ iva id raivatāsaḥ hiraṇyaiḥ abhi svadhābhiḥ tanvaḥ pipiśre
Ṛgveda	71305	583314_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	tarantaḥ	root	ṚV, 5, 61, 10	yaḥ me dhenūnām śatam vaidadaśviḥ yathā dadat tarantaḥ iva maṃhanā
Ṛgveda	71895	583393_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vratā	obl	ṚV, 5, 66, 2	tā hi kṣatram a vihrutam samyak asuryam āśāte adha vratā iva mānuṣam svar na dhāyi darśatam
Ṛgveda	72398	583469_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāṁ	obl	ṚV, 5, 73, 10	imā brahmāṇi vardhanā aśvibhyām santu śantamā yā takṣāma rathāṁ iva
Ṛgveda	74524	583717_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	raṇvaḥ	advcl	ṚV, 6, 2, 7	adhā hi vikṣu īḍyaḥ asi priyaḥ naḥ atithiḥ raṇvaḥ puri iva jūryas sūnuḥ na trayayāyyaḥ
Ṛgveda	74539	583720_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	gayaḥ	root	ṚV, 6, 2, 8	parijmā iva svadhā gayaḥ
Ṛgveda	75275	583798_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vayāḥ	obl	ṚV, 6, 7, 6	vayāḥ iva ruruhuḥ sapta visruhaḥ
Ṛgveda	75822	583857_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sarvatātā	advcl	ṚV, 6, 12, 2	ā yasmin tve su apāke yajatra yakṣat rājan sarvatātā iva nu dyauḥ triṣadhasthaḥ tataruṣaḥ na jaṃhaḥ havyā maghāni mānuṣā yajadhyai
Ṛgveda	75869	583861_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 6, 12, 4	dru annaḥ vanvan kratvā kratvā nā arvā usraḥ pitā iva jārayāyi yajñaiḥ
Ṛgveda	75940	583868_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	parijmā	obl	ṚV, 6, 13, 2	parijmā iva kṣayasi dasma varcāḥ agne mitraḥ na bṛhataḥ ṛtasya
Ṛgveda	76903	584002_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	chāyām	advcl	ṚV, 6, 16, 38	upa chāyām iva ghṛṇeḥ aganma śarma te vayam agne hiraṇya saṃdṛśaḥ
Ṛgveda	78839	584207_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	srutayaḥ	obl	ṚV, 6, 24, 4	śacīvataḥ te puru śāka śākāḥ gavām iva srutayaḥ saṃcaraṇīḥ
Ṛgveda	79702	584296_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	VERB	samījamānaḥ	advcl	ṚV, 6, 29, 5	ā tā sūriḥ pṛṇati tūtujānaḥ yūthā iva apsu samījamānaḥ ūtī
Ṛgveda	80167	584345_2	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	māsā	obl	ṚV, 6, 34, 4	divi arcā iva māsā indre ni ayāmi somaḥ
Ṛgveda	83896	584785_2	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 6, 52, 6	agniḥ su śaṃsaḥ su havaḥ pitā pitā iva iva
Ṛgveda	83897	584785_2	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 6, 52, 6	agniḥ su śaṃsaḥ su havaḥ pitā pitā iva iva
